peak_index,time_ms,peak_voltage_mV,prominence_mV,pass_p8_h-30,pass_p8_h-20,pass_p8_h-10,pass_p10_h-30,pass_p10_h-20,pass_p10_h-10,pass_p12_h-30,pass_p12_h-20,pass_p12_h-10,pass_p15_h-30,pass_p15_h-20,pass_p15_h-10,pass_primary,pass_strict_height,event_class,group,cell_id,abf_path,sweep_index,current_pA,onset_ms,offset_ms,inside_stimulus_window,inside_steady_window
3693,369.3,-5.096435546875,33.782958984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
3820,382.0,-4.974365234375,33.99658203125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
3945,394.5,-5.37109375,33.538818359375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
4054,405.40000000000003,-4.57763671875,34.515380859375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
4180,418.00000000000006,-4.608154296875,34.24072265625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
4297,429.70000000000005,-5.157470703125,33.660888671875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
4415,441.5,-4.974365234375,33.782958984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
4533,453.3,-4.57763671875,34.515380859375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
4650,465.0,-5.157470703125,33.660888671875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
4772,477.2,-5.035400390625,33.69140625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
4893,489.3,-4.82177734375,33.966064453125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
5003,500.30000000000007,-4.608154296875,34.271240234375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
5134,513.4000000000001,-4.791259765625,33.477783203125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
5251,525.1,-4.608154296875,34.271240234375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
5364,536.4,-4.913330078125,33.935546875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
5478,547.8000000000001,-4.119873046875,34.85107421875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
5608,560.8000000000001,-4.7607421875,34.088134765625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
5720,572.0000000000001,-4.33349609375,34.576416015625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
5845,584.5,-4.302978515625,34.576416015625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
5963,596.3000000000001,-4.45556640625,34.149169921875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,0
6089,608.9,-4.364013671875,34.515380859375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
6206,620.6,-4.0283203125,34.60693359375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
6327,632.7,-4.486083984375,33.935546875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
6442,644.2,-4.0283203125,34.454345703125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
6560,656.0,-5.096435546875,33.14208984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
6674,667.4,-4.547119140625,33.782958984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
6796,679.6,-3.631591796875,35.0341796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
6918,691.8000000000001,-3.7841796875,34.66796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
7038,703.8,-3.47900390625,35.09521484375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
7166,716.6,-3.814697265625,34.66796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
7282,728.2,-3.875732421875,34.48486328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
7402,740.2,-4.852294921875,33.538818359375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
7522,752.2,-3.326416015625,35.58349609375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
7647,764.7,-3.47900390625,35.21728515625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
7775,777.5000000000001,-4.180908203125,34.423828125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
7886,788.6,-3.936767578125,34.66796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
8004,800.4,-4.302978515625,34.1796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
8122,812.2,-3.631591796875,34.7900390625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
8246,824.6,-4.0283203125,34.36279296875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
8360,836.0000000000001,-3.143310546875,35.64453125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
8490,849.0000000000001,-3.204345703125,35.0341796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
8604,860.4000000000001,-3.662109375,34.3017578125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
8732,873.2,-3.41796875,34.881591796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
8851,885.1,-3.875732421875,34.24072265625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
8966,896.6,-3.173828125,35.369873046875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
9085,908.5000000000001,-3.84521484375,34.3017578125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
9207,920.7,-3.41796875,34.942626953125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
9322,932.2,-3.662109375,34.210205078125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
9446,944.6,-3.448486328125,34.66796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
9573,957.3000000000001,-3.7841796875,34.3017578125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
9690,969.0000000000001,-3.570556640625,34.72900390625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
9797,979.7,-3.753662109375,34.48486328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
9923,992.3000000000001,-3.509521484375,34.393310546875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
10053,1005.3000000000001,-3.2958984375,35.186767578125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
10176,1017.6,-3.0517578125,35.430908203125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
10296,1029.6000000000001,-2.838134765625,35.125732421875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
10405,1040.5,-2.899169921875,35.064697265625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
10531,1053.1000000000001,-2.8076171875,67.9931640625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
10658,1065.8000000000002,-3.23486328125,34.698486328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
10771,1077.1,-3.936767578125,34.24072265625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
10895,1089.5000000000002,-3.23486328125,34.912109375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
11017,1101.7,-3.082275390625,34.7900390625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
11143,1114.3000000000002,-2.9296875,35.308837890625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
11261,1126.1000000000001,-2.9296875,35.430908203125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,1
1603,160.3,-13.641357421875,26.092529296875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
1660,166.0,-8.392333984375,30.94482421875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
1728,172.8,-5.7373046875,33.63037109375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
1815,181.50000000000003,-5.43212890625,33.50830078125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
1920,192.0,-5.2490234375,33.5693359375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
2020,202.0,-5.79833984375,32.745361328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
2128,212.8,-5.2490234375,33.5693359375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
2226,222.60000000000002,-5.523681640625,33.0810546875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
2331,233.1,-4.94384765625,33.8134765625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
2437,243.7,-5.37109375,33.26416015625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
2549,254.9,-4.21142578125,34.24072265625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
2646,264.6,-4.08935546875,34.210205078125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
2747,274.7,-4.39453125,33.75244140625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
2858,285.8,-4.425048828125,33.26416015625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
2968,296.8,-4.180908203125,33.782958984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
3077,307.70000000000005,-3.96728515625,34.24072265625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
3183,318.3,-4.45556640625,33.447265625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
3283,328.3,-3.90625,34.11865234375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
3394,339.40000000000003,-3.936767578125,33.935546875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
3499,349.90000000000003,-3.84521484375,34.027099609375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
3600,360.00000000000006,-3.7841796875,33.63037109375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
3701,370.1,-3.021240234375,34.637451171875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
3803,380.3,-2.9296875,34.820556640625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
3903,390.3,-3.11279296875,34.5458984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
4016,401.6,-3.631591796875,34.027099609375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
4119,411.90000000000003,-3.47900390625,34.027099609375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
4227,422.70000000000005,-3.41796875,33.935546875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
4330,433.0,-2.86865234375,33.966064453125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
4427,442.70000000000005,-3.0517578125,33.538818359375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
4522,452.20000000000005,-2.532958984375,34.3017578125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
4629,462.90000000000003,-2.716064453125,33.966064453125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
4727,472.7,-2.227783203125,35.21728515625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
4831,483.1,-2.50244140625,34.332275390625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
4937,493.70000000000005,-3.204345703125,33.905029296875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
5040,504.0,-3.11279296875,34.1796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
5146,514.6,-3.631591796875,33.294677734375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
5251,525.1,-2.838134765625,34.5458984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
5353,535.3,-2.838134765625,34.5458984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
5455,545.5,-3.23486328125,34.0576171875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
5565,556.5,-3.11279296875,33.966064453125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
5667,566.6999999999999,-2.50244140625,34.454345703125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
5769,576.9000000000001,-2.288818359375,34.5458984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
5873,587.3000000000001,-2.9296875,33.782958984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
5975,597.5,-2.3193359375,34.36279296875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,0
6070,607.0,-2.197265625,34.912109375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
6179,617.9,-2.3193359375,34.393310546875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
6277,627.7,-2.227783203125,34.5458984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
6398,639.8000000000001,-3.021240234375,33.660888671875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
6494,649.4,-1.739501953125,34.48486328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
6603,660.3,-1.64794921875,35.430908203125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
6711,671.1,-1.52587890625,35.308837890625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
6815,681.5,-2.0751953125,34.515380859375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
6922,692.2,-1.953125,34.60693359375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
7018,701.8,-1.77001953125,34.97314453125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
7126,712.6,-2.01416015625,34.698486328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
7232,723.2,-1.617431640625,34.97314453125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
7324,732.4000000000001,-1.739501953125,34.7900390625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
7439,743.9,-1.8310546875,34.698486328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
7542,754.1999999999999,-1.678466796875,34.85107421875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
7643,764.3000000000001,-1.64794921875,34.85107421875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
7746,774.6,-1.8310546875,34.454345703125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,1
