peak_index,time_ms,peak_voltage_mV,prominence_mV,pass_p8_h-30,pass_p8_h-20,pass_p8_h-10,pass_p10_h-30,pass_p10_h-20,pass_p10_h-10,pass_p12_h-30,pass_p12_h-20,pass_p12_h-10,pass_p15_h-30,pass_p15_h-20,pass_p15_h-10,pass_primary,pass_strict_height,event_class,group,cell_id,abf_path,sweep_index,current_pA,onset_ms,offset_ms,inside_stimulus_window,inside_steady_window,stratum
10485,1048.5,-19.04296875,59.661865234375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,1,SCA3|SCA3_01|primary_lost_at_minus10
10505,1050.5,-19.04296875,59.661865234375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,1,SCA3|SCA3_01|primary_lost_at_minus10
10030,1003.0000000000001,-11.1083984375,68.572998046875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,1,SCA3|SCA3_01|primary_lost_at_minus10
4273,427.3,-28.961181640625,50.140380859375,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_01|relaxed_only
3222,322.20000000000005,-17.39501953125,57.647705078125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,8,400.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_03|primary_lost_at_minus10
3226,322.6,-29.754638671875,44.158935546875,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,6,300.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_03|relaxed_only
2820,282.0,-24.383544921875,50.262451171875,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,7,350.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_03|relaxed_only
1460,146.00000000000003,-17.76123046875,34.423828125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,6,300.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_04|primary_lost_at_minus10
6907,690.6999999999999,-12.115478515625,36.102294921875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,7,350.0,131.20000000000002,1131.2,1,1,SCA3|SCA3_04|primary_lost_at_minus10
2407,240.70000000000002,-14.312744140625,34.3017578125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,8,400.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_04|primary_lost_at_minus10
6093,609.3000000000001,-14.5263671875,31.494140625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,8,400.0,131.20000000000002,1131.2,1,1,SCA3|SCA3_04|primary_lost_at_minus10
11097,1109.7,-14.007568359375,33.538818359375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,8,400.0,131.20000000000002,1131.2,1,1,SCA3|SCA3_04|primary_lost_at_minus10
3928,392.8,-15.625,29.052734375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,9,450.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_04|primary_lost_at_minus10
7704,770.4000000000001,-16.11328125,27.52685546875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,9,450.0,131.20000000000002,1131.2,1,1,SCA3|SCA3_04|primary_lost_at_minus10
1599,159.9,-19.683837890625,26.67236328125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,12,600.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_04|primary_lost_at_minus10
1371,137.1,-22.918701171875,29.998779296875,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,10,500.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_04|relaxed_only
1632,163.20000000000002,-20.3857421875,53.009033203125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,10,500.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_04|relaxed_only
2214,221.4,-21.942138671875,24.871826171875,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,10,500.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_04|relaxed_only
2711,271.1,-27.03857421875,17.181396484375,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,10,500.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_04|relaxed_only
1474,147.4,-20.56884765625,28.80859375,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,11,550.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_04|relaxed_only
1782,178.2,-20.782470703125,26.85546875,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,11,550.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_04|relaxed_only
1366,136.6,-20.81298828125,28.472900390625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,12,600.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_04|relaxed_only
1962,196.20000000000002,-24.5361328125,18.1884765625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,12,600.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_04|relaxed_only
1492,149.2,-10.498046875,62.835693359375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,6,300.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_05|primary_lost_at_minus10
1415,141.50000000000003,-11.016845703125,50.1708984375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,7,350.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_05|primary_lost_at_minus10
1396,139.6,-11.29150390625,48.309326171875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,8,400.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_05|primary_lost_at_minus10
1398,139.8,-11.53564453125,48.40087890625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,9,450.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_05|primary_lost_at_minus10
5987,598.7,-28.13720703125,46.051025390625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,8,400.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_06|relaxed_only
1597,159.70000000000002,-17.27294921875,47.05810546875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,11,550.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_07|primary_lost_at_minus10
1933,193.3,-16.632080078125,60.36376953125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,11,550.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_07|primary_lost_at_minus10
2306,230.6,-16.90673828125,47.821044921875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,11,550.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_07|primary_lost_at_minus10
2712,271.2,-17.181396484375,47.7294921875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,11,550.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_07|primary_lost_at_minus10
3125,312.5,-17.333984375,47.760009765625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,11,550.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_07|primary_lost_at_minus10
3572,357.20000000000005,-17.7001953125,47.515869140625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,11,550.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_07|primary_lost_at_minus10
4040,404.0,-16.998291015625,48.309326171875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,11,550.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_07|primary_lost_at_minus10
4563,456.3,-17.425537109375,48.248291015625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,11,550.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_07|primary_lost_at_minus10
1392,139.20000000000002,-20.050048828125,48.88916015625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,11,550.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_07|relaxed_only
1835,183.5,-26.275634765625,8.97216796875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,11,550.0,131.20000000000002,1131.2,1,0,SCA3|SCA3_09|relaxed_only
3813,381.3,-17.27294921875,13.214111328125,1,1,0,1,1,0,1,1,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0,WT|WT_01|primary_lost_at_minus10
4482,448.20000000000005,-17.791748046875,13.24462890625,1,1,0,1,1,0,1,1,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0,WT|WT_01|primary_lost_at_minus10
5316,531.6,-19.256591796875,10.772705078125,1,1,0,1,1,0,0,0,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_01,/root/neurothermo/WT/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,0,WT|WT_01|primary_lost_at_minus10
3272,327.2,-18.6767578125,10.6201171875,1,1,0,1,1,0,0,0,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0,WT|WT_01|primary_lost_at_minus10
4725,472.50000000000006,-22.613525390625,11.260986328125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,0,WT|WT_01|relaxed_only
8034,803.4,-24.5361328125,12.3291015625,1,0,0,1,0,0,1,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,1,WT|WT_01|relaxed_only
3526,352.6,-2.960205078125,9.3994140625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,0,WT|WT_01|relaxed_only
5366,536.6,-24.444580078125,13.3056640625,1,0,0,1,0,0,1,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,0,WT|WT_01|relaxed_only
2798,279.8,-2.960205078125,8.636474609375,1,1,1,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0,WT|WT_01|relaxed_only
4414,441.40000000000003,-26.91650390625,10.711669921875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,0,WT|WT_01|relaxed_only
6730,673.0,-26.85546875,8.331298828125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,1,WT|WT_01|relaxed_only
4604,460.40000000000003,-19.8974609375,9.185791015625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_01,/root/neurothermo/WT/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,0,WT|WT_01|relaxed_only
2902,290.2,-18.341064453125,21.484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0,WT|WT_02|primary_lost_at_minus10
7431,743.1,-14.984130859375,23.25439453125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1,WT|WT_02|primary_lost_at_minus10
4132,413.2,-15.533447265625,16.7236328125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,7,350.0,131.20000000000002,1131.2,1,0,WT|WT_02|primary_lost_at_minus10
4940,494.00000000000006,-13.580322265625,21.54541015625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,8,400.0,131.20000000000002,1131.2,1,0,WT|WT_02|primary_lost_at_minus10
5164,516.4,-19.10400390625,11.749267578125,1,1,0,1,1,0,0,0,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,9,450.0,131.20000000000002,1131.2,1,0,WT|WT_02|primary_lost_at_minus10
6241,624.1,-13.73291015625,12.51220703125,1,1,0,1,1,0,1,1,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,10,500.0,131.20000000000002,1131.2,1,1,WT|WT_02|primary_lost_at_minus10
7204,720.4000000000001,-12.5732421875,14.34326171875,1,1,0,1,1,0,1,1,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,11,550.0,131.20000000000002,1131.2,1,1,WT|WT_02|primary_lost_at_minus10
10804,1080.4,-10.31494140625,20.172119140625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,12,600.0,131.20000000000002,1131.2,1,1,WT|WT_02|primary_lost_at_minus10
5818,581.8,-18.1884765625,9.33837890625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0,WT|WT_02|relaxed_only
7197,719.7,-26.763916015625,8.697509765625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_02,/root/neurothermo/WT/cc_02.abf,7,350.0,131.20000000000002,1131.2,1,1,WT|WT_02|relaxed_only
9677,967.7,-26.7333984375,8.453369140625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_02,/root/neurothermo/WT/cc_02.abf,9,450.0,131.20000000000002,1131.2,1,1,WT|WT_02|relaxed_only
8138,813.8000000000001,-25.87890625,9.94873046875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_02,/root/neurothermo/WT/cc_02.abf,10,500.0,131.20000000000002,1131.2,1,1,WT|WT_02|relaxed_only
6886,688.6,-20.20263671875,14.58740234375,1,0,0,1,0,0,1,0,0,0,0,0,0,0,relaxed_only,WT,WT_02,/root/neurothermo/WT/cc_02.abf,11,550.0,131.20000000000002,1131.2,1,1,WT|WT_02|relaxed_only
10181,1018.1,-26.611328125,9.429931640625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_02,/root/neurothermo/WT/cc_02.abf,11,550.0,131.20000000000002,1131.2,1,1,WT|WT_02|relaxed_only
7551,755.1,-24.383544921875,11.688232421875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_02,/root/neurothermo/WT/cc_02.abf,12,600.0,131.20000000000002,1131.2,1,1,WT|WT_02|relaxed_only
10425,1042.5,-25.390625,10.80322265625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_02,/root/neurothermo/WT/cc_02.abf,12,600.0,131.20000000000002,1131.2,1,1,WT|WT_02|relaxed_only
3476,347.6,-19.866943359375,24.35302734375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_03,/root/neurothermo/WT/cc_03.abf,8,400.0,131.20000000000002,1131.2,1,0,WT|WT_03|primary_lost_at_minus10
2130,213.00000000000003,-17.425537109375,25.665283203125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_03,/root/neurothermo/WT/cc_03.abf,10,500.0,131.20000000000002,1131.2,1,0,WT|WT_03|primary_lost_at_minus10
10925,1092.5,-15.80810546875,24.96337890625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_03,/root/neurothermo/WT/cc_03.abf,10,500.0,131.20000000000002,1131.2,1,1,WT|WT_03|primary_lost_at_minus10
9440,944.0000000000001,-16.265869140625,55.72509765625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_03,/root/neurothermo/WT/cc_03.abf,11,550.0,131.20000000000002,1131.2,1,1,WT|WT_03|primary_lost_at_minus10
7399,739.9,-15.899658203125,25.20751953125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_03,/root/neurothermo/WT/cc_03.abf,12,600.0,131.20000000000002,1131.2,1,1,WT|WT_03|primary_lost_at_minus10
4781,478.1,-15.533447265625,24.688720703125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_03,/root/neurothermo/WT/cc_03.abf,13,650.0,131.20000000000002,1131.2,1,0,WT|WT_03|primary_lost_at_minus10
1771,177.1,-15.960693359375,25.146484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_03,/root/neurothermo/WT/cc_03.abf,14,700.0,131.20000000000002,1131.2,1,0,WT|WT_03|primary_lost_at_minus10
7897,789.7,-17.39501953125,14.984130859375,1,1,0,1,1,0,1,1,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_03,/root/neurothermo/WT/cc_03.abf,14,700.0,131.20000000000002,1131.2,1,1,WT|WT_03|primary_lost_at_minus10
1637,163.70000000000002,-22.491455078125,20.6298828125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_03,/root/neurothermo/WT/cc_03.abf,9,450.0,131.20000000000002,1131.2,1,0,WT|WT_03|relaxed_only
1417,141.70000000000002,-23.193359375,18.829345703125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_03,/root/neurothermo/WT/cc_03.abf,10,500.0,131.20000000000002,1131.2,1,0,WT|WT_03|relaxed_only
1491,149.10000000000002,-24.078369140625,18.73779296875,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_03,/root/neurothermo/WT/cc_03.abf,11,550.0,131.20000000000002,1131.2,1,0,WT|WT_03|relaxed_only
1556,155.60000000000002,-20.44677734375,23.98681640625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_03,/root/neurothermo/WT/cc_03.abf,11,550.0,131.20000000000002,1131.2,1,0,WT|WT_03|relaxed_only
1475,147.50000000000003,-23.5595703125,18.829345703125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_03,/root/neurothermo/WT/cc_03.abf,12,600.0,131.20000000000002,1131.2,1,0,WT|WT_03|relaxed_only
1463,146.3,-23.284912109375,17.669677734375,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_03,/root/neurothermo/WT/cc_03.abf,13,650.0,131.20000000000002,1131.2,1,0,WT|WT_03|relaxed_only
1387,138.70000000000002,-23.101806640625,17.333984375,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_03,/root/neurothermo/WT/cc_03.abf,14,700.0,131.20000000000002,1131.2,1,0,WT|WT_03|relaxed_only
3623,362.3,-19.866943359375,31.524658203125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_04,/root/neurothermo/WT/cc_04.abf,7,350.0,131.20000000000002,1131.2,1,0,WT|WT_04|primary_lost_at_minus10
2702,270.2,-15.9912109375,30.82275390625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_04,/root/neurothermo/WT/cc_04.abf,9,450.0,131.20000000000002,1131.2,1,0,WT|WT_04|primary_lost_at_minus10
4888,488.8,-14.22119140625,31.31103515625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_04,/root/neurothermo/WT/cc_04.abf,10,500.0,131.20000000000002,1131.2,1,0,WT|WT_04|primary_lost_at_minus10
5154,515.4,-12.87841796875,30.914306640625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_04,/root/neurothermo/WT/cc_04.abf,11,550.0,131.20000000000002,1131.2,1,0,WT|WT_04|primary_lost_at_minus10
4254,425.4,-12.054443359375,30.364990234375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_04,/root/neurothermo/WT/cc_04.abf,12,600.0,131.20000000000002,1131.2,1,0,WT|WT_04|primary_lost_at_minus10
2436,243.60000000000002,-11.474609375,30.70068359375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_04,/root/neurothermo/WT/cc_04.abf,13,650.0,131.20000000000002,1131.2,1,0,WT|WT_04|primary_lost_at_minus10
10056,1005.6,-11.627197265625,26.55029296875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_04,/root/neurothermo/WT/cc_04.abf,13,650.0,131.20000000000002,1131.2,1,1,WT|WT_04|primary_lost_at_minus10
10962,1096.2,-19.22607421875,12.87841796875,1,1,0,1,1,0,1,1,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_04,/root/neurothermo/WT/cc_04.abf,14,700.0,131.20000000000002,1131.2,1,1,WT|WT_04|primary_lost_at_minus10
2478,247.8,-23.0712890625,29.9072265625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_04,/root/neurothermo/WT/cc_04.abf,5,250.0,131.20000000000002,1131.2,1,0,WT|WT_04|relaxed_only
2936,293.6,-21.392822265625,30.914306640625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_04,/root/neurothermo/WT/cc_04.abf,6,300.0,131.20000000000002,1131.2,1,0,WT|WT_04|relaxed_only
6177,617.7,-20.904541015625,30.975341796875,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_04,/root/neurothermo/WT/cc_04.abf,6,300.0,131.20000000000002,1131.2,1,1,WT|WT_04|relaxed_only
1907,190.70000000000002,-24.200439453125,26.947021484375,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_04,/root/neurothermo/WT/cc_04.abf,7,350.0,131.20000000000002,1131.2,1,0,WT|WT_04|relaxed_only
